,x
34046_at,0.256332926
1285_at,0.256176199
32399_at,0.256112322
32273_at,0.256070288
35106_at,0.256000921
37063_r_at,0.255988793
36893_at,0.255905286
40021_at,0.255876172
38201_at,0.255817188
34612_at,0.255781654
35891_at,0.255720258
41777_at,0.255674605
34664_at,0.255595073
31335_at,0.255370866
33931_at,0.25535617
36932_at,0.25529676
40660_at,0.255294038
38903_at,0.255260686
33934_at,0.255201804
33754_at,0.255160243
403_s_at,0.255073667
32427_at,0.255029162
34687_at,0.254923535
37060_at,0.254881704
35454_at,0.254851466
31558_at,0.254764718
37390_at,0.254739392
558_at,0.254702757
38804_at,0.254678934
40366_at,0.25464747
33984_at,0.25458865
38149_at,0.254577343
35986_at,0.254575125
1705_s_at,0.254479033
40915_r_at,0.254438054
37237_at,0.254368096
32031_at,0.254268603
33087_s_at,0.253915668
39540_at,0.253876749
33827_at,0.253859358
31721_at,0.253747112
38561_at,0.253691906
1766_g_at,0.253681952
35448_at,0.25356612
31308_at,0.253396651
32445_at,0.25339325
39067_at,0.253249903
33771_at,0.253211585
40207_g_at,0.253192065
31909_at,0.253118551
33625_g_at,0.252976657
41676_at,0.252964783
33194_at,0.252828159
41521_at,0.252775025
41310_f_at,0.252648801
40247_at,0.252484752
41197_at,0.252223774
37761_at,0.25220554
899_at,0.252059792
31576_at,0.252043018
32726_g_at,0.25194906
AFFX-CreX-5_st,0.251860058
37564_at,0.251858464
32268_at,0.251809054
31725_s_at,0.251713581
37355_at,0.251710634
446_at,0.251655573
41224_at,0.25165484
1136_at,0.251643705
38727_at,0.25164137
35419_g_at,0.251476777
36425_at,0.251380391
36418_at,0.251347953
31541_at,0.251328982
40566_at,0.251266444
31332_at,0.251253924
423_at,0.251158092
1416_g_at,0.251133975
39097_at,0.251094295
38235_at,0.250943439
40138_at,0.250704546
32975_g_at,0.250646673
33584_at,0.250560484
36854_s_at,0.250558229
33661_at,0.250502486
40338_at,0.250390046
31414_at,0.250355182
36977_at,0.250342178
38102_at,0.250296111
32940_at,0.2502898
36397_at,0.250256316
35469_at,0.250217273
31762_at,0.250179404
34345_at,0.250051549
177_at,0.25004244
1625_at,0.249861619
31847_at,0.24980746
271_s_at,0.24969714
38742_s_at,0.24968684
34346_at,0.249541513
34635_at,0.249389782
499_at,0.249330969
34910_s_at,0.24932293
40482_s_at,0.249302991
35917_at,0.249211246
33271_r_at,0.249168961
33476_at,0.249155922
40772_at,0.248608656
40532_at,0.248571488
35131_at,0.248469046
33199_at,0.24845112
35874_at,0.248425935
40076_at,0.248368554
37133_at,0.248338486
38538_at,0.248325209
37320_at,0.248324918
36481_at,0.248286155
35440_g_at,0.248280379
36724_s_at,0.248226622
39090_at,0.248211036
32725_at,0.248170018
35303_at,0.248052062
636_at,0.247956246
31596_f_at,0.247871179
36640_at,0.247770633
846_s_at,0.247725269
34516_at,0.247623864
40503_at,0.247612253
160_at,0.247564118
39534_at,0.247226709
33887_at,0.247141044
39798_at,0.246941188
41483_s_at,0.246919173
35579_at,0.246914822
1534_at,0.246907763
38186_g_at,0.246808633
33877_s_at,0.246804842
1960_at,0.246800068
31400_at,0.246773337
31934_at,0.246766128
39136_at,0.246738933
40748_at,0.246675465
40591_at,0.246640308
41608_at,0.2466318
35595_at,0.246589993
34980_at,0.24647816
39049_at,0.246459376
31521_f_at,0.246438266
33336_at,0.246405118
36099_at,0.246254561
35962_at,0.246215618
37913_at,0.246119156
32823_at,0.246118748
40890_at,0.246061759
35928_at,0.245935967
33128_s_at,0.245820152
39819_at,0.245784586
40526_at,0.24578385
35894_at,0.245680338
38609_at,0.245513092
39717_g_at,0.245472822
41570_at,0.245440956
33903_at,0.245426982
38400_at,0.245366533
39228_at,0.245331558
40466_at,0.24510814
AFFX-ThrX-M_at,0.24499699
34121_at,0.244953064
32281_at,0.244939683
32631_at,0.244797474
35487_at,0.244758936
34002_at,0.244644959
33652_at,0.244547467
40005_at,0.244542136
31818_at,0.244475858
39445_at,0.244469089
33063_at,0.244233819
39675_at,0.24417532
37843_i_at,0.244066632
41548_at,0.244054979
34101_at,0.244009815
34857_at,0.243931446
41792_at,0.24357423
38938_at,0.243445063
38244_at,0.243437363
34136_s_at,0.24341971
38333_at,0.24327346
33480_at,0.243241261
40989_at,0.2431321
33049_at,0.243073811
34466_at,0.242957843
AFFX-HUMGAPDH/M33197_3_st,0.242951174
41299_f_at,0.24289951
37200_at,0.242743061
33129_at,0.242739304
34640_at,0.242719138
33482_at,0.242671282
35943_s_at,0.2426538
39564_s_at,0.242607404
34057_at,0.242583826
33858_at,0.242470444
32842_at,0.24238943
298_at,0.242278848
39806_at,0.242200526
34500_at,0.242141885
31489_at,0.242018173
40070_at,0.242006188
35230_at,0.241977436
32309_at,0.241861558
1281_f_at,0.241829988
31699_at,0.241735921
38124_at,0.241551928
37057_s_at,0.241464867
40403_at,0.241448221
34177_at,0.241427665
38179_at,0.241400626
32909_at,0.241368432
38718_at,0.241348632
38946_at,0.241325523
39629_at,0.241291872
31359_at,0.241177087
40287_s_at,0.241171681
34254_at,0.241125071
33266_at,0.241055262
33062_at,0.240955407
38853_at,0.240852748
39116_at,0.24084137
775_at,0.240818418
39203_at,0.240741678
38154_at,0.240625475
32180_s_at,0.240593062
36294_at,0.240540891
1902_at,0.240525239
35968_s_at,0.240108675
810_at,0.239821166
1407_g_at,0.239811763
37331_g_at,0.239797411
35138_at,0.239787247
32982_at,0.239786053
39275_at,0.239781226
36461_at,0.239742009
367_at,0.239721967
32346_at,0.239563049
652_g_at,0.239332534
40197_at,0.239274798
33537_at,0.239251598
34103_at,0.239242755
33996_at,0.239203032
35129_at,0.23919078
37238_s_at,0.239162749
1574_s_at,0.239143347
32122_at,0.239122901
37260_at,0.239094224
35442_at,0.239041259
41797_at,0.239024643
40231_at,0.238987861
34875_r_at,0.238893891
415_at,0.238759724
35286_r_at,0.238615077
38310_at,0.238422753
35062_at,0.238412338
38251_at,0.238388954
40008_at,0.238337165
36813_at,0.238055105
32931_at,0.238025278
35166_at,0.237977834
33187_r_at,0.237965545
1590_s_at,0.237939592
41063_g_at,0.237922268
39952_at,0.237805386
34073_s_at,0.237793903
36265_at,0.237791085
737_at,0.237756126
40643_at,0.237655574
38206_at,0.237573864
AFFX-BioB-3_st,0.237383287
1127_at,0.237363074
37325_at,0.237353082
32084_at,0.237346671
31757_at,0.237272058
36320_at,0.237256529
37016_at,0.237236479
34053_at,0.237209151
962_at,0.236856605
38824_at,0.236787412
1931_at,0.236752243
34045_at,0.236722559
35501_at,0.236583193
37236_at,0.236447862
39269_at,0.236114738
1876_at,0.23610331
35043_at,0.235874478
37358_at,0.235611825
34596_at,0.235386676
35052_r_at,0.235334555
38934_at,0.235323757
35826_at,0.235132191
40665_at,0.235118997
655_at,0.235042962
34613_at,0.235020047
40613_at,0.234967292
1744_at,0.234906482
37150_at,0.234895393
32428_at,0.234741487
39289_at,0.234356326
37153_at,0.234331278
39391_at,0.234252146
33181_at,0.234232847
41369_at,0.233976065
41062_at,0.233952416
37814_g_at,0.233885005
32637_r_at,0.233752301
1002_f_at,0.233686611
34221_at,0.233661145
31910_at,0.233653827
561_at,0.233581583
161_at,0.233571027
38065_at,0.233338837
39408_at,0.233308561
1165_at,0.233278668
32453_at,0.233214064
31568_at,0.233160375
1161_at,0.233063081
41070_r_at,0.232759489
32950_at,0.23271935
35231_at,0.232646595
35567_at,0.232556065
33526_at,0.232492107
38800_at,0.232350676
34944_at,0.23223287
36918_at,0.231944267
31971_at,0.231643853
37224_at,0.231531229
41539_at,0.23148048
32865_at,0.231423408
40331_at,0.231252087
35212_at,0.230965667
37877_at,0.230810485
294_s_at,0.230731548
41233_at,0.23056603
38951_at,0.230504749
32721_at,0.230489229
37856_at,0.230257785
34026_at,0.230225534
32575_at,0.230205823
32994_at,0.230189605
31876_r_at,0.23006325
39676_at,0.230052161
39554_at,0.229995215
36797_at,0.229937883
34469_at,0.229914521
40533_at,0.229895306
41508_at,0.229868133
32277_at,0.229801949
31628_at,0.229743998
33022_at,0.22971546
38542_at,0.229710531
1315_at,0.229642648
31968_at,0.229623484
31995_g_at,0.229475533
338_at,0.229299209
40706_at,0.229273561
39189_at,0.229105901
39786_at,0.229102453
34383_at,0.22900646
40497_at,0.228974225
31872_at,0.228481825
AFFX-PheX-M_at,0.228469423
31459_i_at,0.228440229
37120_at,0.228439011
868_at,0.228421438
34151_at,0.228242147
41813_at,0.228115881
40743_at,0.228073464
33105_at,0.228055365
39011_at,0.228044224
32142_at,0.227998226
38808_at,0.22790531
41459_at,0.227902489
34497_at,0.227834275
40012_at,0.227756748
39075_at,0.227748152
39139_at,0.227644512
31791_at,0.227454998
39671_at,0.227442508
39449_at,0.227241442
33040_at,0.227125397
40945_at,0.226842499
32303_at,0.226763971
35065_at,0.226730539
33298_at,0.226715725
34080_at,0.226537652
38531_at,0.226497968
827_s_at,0.226451334
631_g_at,0.226255162
1122_f_at,0.226233257
32166_at,0.226168449
37594_at,0.226142169
1493_r_at,0.226066311
36243_at,0.226047113
33629_at,0.225930552
1409_at,0.225913919
39405_at,0.2258876
38982_at,0.225855766
35637_at,0.225741142
36748_at,0.225740128
39164_at,0.225727016
1610_s_at,0.225704735
41622_r_at,0.225642922
32145_at,0.225626789
38666_at,0.225503859
36201_at,0.225370839
38898_at,0.225165443
33209_at,0.22516482
36293_at,0.22511025
1633_g_at,0.225054416
1865_at,0.224977805
33006_at,0.224858902
34094_i_at,0.224738415
31537_at,0.22465986
1922_g_at,0.224406794
38777_at,0.22437429
40499_r_at,0.224290142
31435_at,0.224156163
37786_at,0.224090137
39787_at,0.224078472
41704_at,0.224075636
38534_at,0.224071899
36358_at,0.224042817
1084_at,0.224029851
31364_i_at,0.223884031
35856_r_at,0.223844349
38132_at,0.223800083
36464_at,0.223504968
33821_at,0.223353586
39398_s_at,0.223231987
32620_at,0.22312942
41164_at,0.223120233
38061_at,0.223102006
40252_g_at,0.223026612
40056_at,0.222987748
31796_at,0.222807888
40377_at,0.222796562
834_at,0.222667167
31694_at,0.222508972
33544_at,0.222485228
1190_at,0.222477744
34571_at,0.222464375
39604_at,0.222429091
37742_at,0.222406454
37396_at,0.222326641
37597_s_at,0.222214556
36413_at,0.222171488
36712_at,0.222092569
1446_at,0.222039768
31418_at,0.222016404
36225_s_at,0.221934887
32926_at,0.221894943
40800_at,0.221857255
36161_at,0.221580311
31802_at,0.221560699
33718_at,0.2215165
36664_at,0.221471171
36575_at,0.221371982
39096_at,0.221342573
35068_at,0.221227619
40321_at,0.221158335
36430_at,0.221091211
40357_at,0.221087253
34562_at,0.22105594
33902_at,0.220881205
38864_at,0.220762963
38345_at,0.22075516
39339_at,0.220638212
37443_at,0.220432611
37607_at,0.220353583
39285_at,0.219789685
38897_at,0.219751517
33777_at,0.219642288
31367_at,0.219510077
32047_at,0.219484479
41020_at,0.219341961
1027_at,0.219329025
32155_at,0.219275287
40288_r_at,0.219189746
32417_at,0.219169539
37673_at,0.219133569
32937_at,0.219035846
35190_at,0.219031494
31341_at,0.2188525
36772_at,0.218758913
40703_at,0.218756109
41321_s_at,0.218711748
39908_at,0.218691393
1144_at,0.218664867
36774_f_at,0.218563745
35046_at,0.218508285
35189_at,0.218418932
38958_at,0.218347475
39104_at,0.218336461
35478_at,0.218215811
33073_at,0.218184469
1652_at,0.218181758
35096_at,0.218124459
1096_g_at,0.217951457
31343_at,0.217889645
33083_at,0.217850991
32954_at,0.217673534
39048_at,0.21767207
40932_at,0.217596085
40745_at,0.21753022
34182_at,0.217499033
41311_f_at,0.217380095
31753_at,0.217336217
32042_at,0.217312351
34899_at,0.21731011
1932_at,0.217293034
36327_at,0.217170534
41097_at,0.217066954
40808_at,0.217060745
35273_at,0.217045271
36393_at,0.216991789
1921_at,0.216932496
265_s_at,0.216932168
39553_at,0.216851371
32905_s_at,0.216822283
32088_at,0.216726943
35990_at,0.216386252
36505_at,0.216329314
974_at,0.216314427
34999_at,0.216230829
32395_r_at,0.216206401
146_at,0.216122224
35176_at,0.216038143
31948_at,0.21584486
35516_at,0.215765285
36424_at,0.215724156
40955_at,0.215724
200_at,0.215534562
202_at,0.215400699
31478_at,0.215185974
33110_at,0.215111181
563_at,0.2150767
40230_at,0.215042273
41786_at,0.214869748
33426_at,0.214837129
40084_at,0.214817916
35029_at,0.214624363
34831_at,0.214604704
35319_at,0.214568722
160027_s_at,0.214507475
32301_at,0.214499386
40082_at,0.214390619
35100_at,0.21438392
163_at,0.214286272
35128_at,0.214222986
2022_at,0.214158742
38423_at,0.214144432
31937_at,0.214080069
1927_s_at,0.213986299
1725_s_at,0.21397456
35708_at,0.213892853
40804_at,0.213848918
39630_at,0.213710184
32464_at,0.213575991
41368_at,0.213470668
39476_at,0.213462042
34653_at,0.21344849
40724_at,0.213378349
33085_at,0.213136663
1618_at,0.213116214
32555_at,0.213088475
1727_at,0.213032451
40935_at,0.213026803
1080_s_at,0.212962351
35512_at,0.212926778
35122_at,0.212908125
36271_at,0.212905189
34022_at,0.212892686
35020_at,0.212830328
32366_at,0.212768435
32367_at,0.212728478
33857_at,0.21269816
35664_at,0.21263674
1070_at,0.212383374
31738_at,0.212362378
35015_at,0.212279224
32469_at,0.212259336
1726_at,0.212133859
36817_at,0.212038285
40033_at,0.212009724
33555_at,0.211847521
31361_at,0.211731264
35430_at,0.211437545
37409_at,0.211424927
32777_at,0.211410956
39095_at,0.211367737
38914_at,0.211334422
31612_at,0.211246737
1918_at,0.21120343
39770_at,0.211164506
39204_at,0.211062586
33932_at,0.211030815
40173_at,0.210995139
41555_at,0.210804472
1371_s_at,0.210797292
38753_at,0.210775952
41497_at,0.210716529
40128_at,0.210678524
32167_at,0.210636298
1975_s_at,0.210618935
36592_at,0.210558305
34979_at,0.21055775
37159_at,0.210511589
33160_at,0.210491391
160024_at,0.210288291
1709_g_at,0.210252171
40753_at,0.210146157
36122_at,0.210138315
34114_at,0.21012047
2080_s_at,0.209999321
33017_at,0.209988144
41268_g_at,0.209975837
34537_at,0.209950742
35808_at,0.209890547
33116_f_at,0.209880948
2023_g_at,0.209850135
34696_at,0.209818557
31563_at,0.209817266
35455_i_at,0.209787435
33334_at,0.209715926
39571_at,0.209711005
34504_at,0.209657453
40154_at,0.20957606
38249_at,0.209522571
41729_at,0.209403772
31758_at,0.209096821
38922_at,0.209004964
41553_at,0.20892639
36290_s_at,0.208905518
31975_at,0.208840924
32385_at,0.208776434
34845_at,0.20870032
34851_at,0.208694864
41017_at,0.208633545
32017_at,0.208589534
35048_at,0.208588016
39194_at,0.2084503
39635_at,0.208430155
602_s_at,0.208370544
32060_at,0.208346371
313_at,0.20824543
38146_at,0.208241876
37267_at,0.208209193
35098_at,0.208184254
34081_at,0.208183986
34946_at,0.208110105
878_s_at,0.208039338
36252_at,0.208034193
32844_at,0.208031092
33870_at,0.208013806
31938_g_at,0.207923087
1172_at,0.207911655
37634_at,0.207867145
36016_at,0.207805403
1166_at,0.207800511
35143_at,0.207454313
40676_at,0.207388495
34206_at,0.207311377
39654_at,0.207028192
35994_at,0.207018853
40430_at,0.20694091
33156_at,0.206902765
35036_at,0.206764946
39853_at,0.206759072
1600_at,0.206745939
35224_at,0.206657425
34018_at,0.206646585
32958_at,0.206609737
35257_at,0.206580137
36503_at,0.20629412
33147_at,0.206243093
38002_s_at,0.206088107
264_at,0.206079267
35470_at,0.206036135
34074_s_at,0.205994767
38635_at,0.20593904
924_s_at,0.205817453
395_at,0.205745616
36887_f_at,0.205728333
32519_at,0.205698988
39313_at,0.205560331
611_at,0.205495749
41306_at,0.205398587
37586_at,0.205214707
34614_at,0.205205443
32983_at,0.205196773
1893_s_at,0.205161139
38856_at,0.205135455
36842_at,0.205111546
39227_at,0.20508652
32376_at,0.205051439
36756_at,0.20502118
36055_at,0.204961483
39606_at,0.204943797
40921_at,0.204828013
32813_s_at,0.204813752
272_at,0.204734449
40942_g_at,0.204632771
31397_at,0.204622204
37575_at,0.204606357
37881_at,0.20451164
33578_at,0.204502398
36559_g_at,0.204388664
34974_at,0.204343873
1776_at,0.204309622
40226_at,0.204222274
33573_at,0.204212827
38234_at,0.204168117
580_at,0.204130897
1993_s_at,0.204118743
35506_s_at,0.204007854
39682_at,0.204000815
34208_at,0.203887412
1405_i_at,0.203876086
39093_s_at,0.203845676
34975_at,0.203764107
1168_at,0.203521062
37990_at,0.203511678
AFFX-HUMGAPDH/M33197_M_st,0.2034975
35582_at,0.203389442
32276_at,0.203364627
33725_at,0.203320488
31742_at,0.203295585
41173_at,0.203280995
34100_at,0.203190102
37259_at,0.203181386
40523_at,0.203140245
39165_at,0.203134975
33557_at,0.202958511
35144_at,0.202781744
710_at,0.202667808
35163_at,0.202556417
31449_at,0.202429201
39652_at,0.202294578
39668_at,0.202281322
817_at,0.202273093
32390_at,0.202256511
723_s_at,0.202227817
35018_at,0.202187145
35696_s_at,0.202087155
35077_at,0.202036249
1543_at,0.202015277
33811_at,0.201924851
39935_at,0.201881949
37475_at,0.201768382
33092_at,0.201730649
33050_at,0.201728962
35868_at,0.201686735
39805_at,0.201681383
31724_at,0.201569013
31368_at,0.201542859
35457_at,0.201524365
33177_at,0.201507253
567_s_at,0.20143686
41146_at,0.201281328
2008_s_at,0.201247004
32375_at,0.201177869
32981_at,0.201143253
41206_r_at,0.201132963
36709_at,0.200976673
41791_at,0.200948717
36674_at,0.200944403
35660_at,0.200936413
40283_at,0.20079866
35302_at,0.20079432
40200_at,0.200745168
32339_at,0.200664906
33221_at,0.200580201
32510_at,0.200564327
1010_at,0.200393342
485_at,0.200274969
33314_at,0.200251273
31496_g_at,0.200237628
36994_at,0.200091332
35730_at,0.200034824
36940_at,0.199923827
39337_at,0.199892722
34085_at,0.199712765
32019_at,0.199635708
40707_at,0.199465961
37357_at,0.199438008
36199_at,0.199406191
778_s_at,0.199365732
683_at,0.199296581
1561_at,0.199248576
40027_at,0.199183816
35058_at,0.198928376
32939_g_at,0.198824545
39913_at,0.198824367
33249_at,0.198795157
208_at,0.198742995
40180_at,0.19857645
37397_at,0.198559975
37234_at,0.198535168
31325_at,0.19846091
32351_at,0.198248711
35229_at,0.198243521
AFFX-BioB-5_at,0.198194086
39929_at,0.19814674
1738_at,0.198107227
36431_at,0.198079868
34567_at,0.198030564
31656_at,0.198022614
168_at,0.19801834
39211_at,0.198013104
32443_at,0.197989951
1381_at,0.197886396
33450_at,0.197864259
31821_at,0.197853217
31333_at,0.197820297
39536_at,0.197780745
31958_i_at,0.197776568
33949_at,0.197730911
1645_at,0.197713889
38945_at,0.197554867
39052_at,0.197504605
35030_i_at,0.19747656
37862_at,0.197463895
32108_at,0.197423475
1334_s_at,0.197369145
41629_at,0.197303144
39479_g_at,0.197281124
35357_at,0.197238873
40248_at,0.197101918
39266_at,0.197009517
37789_at,0.196872855
40992_s_at,0.19681846
31387_at,0.196757052
41104_at,0.196755655
37137_at,0.196731135
34025_at,0.1965767
35115_at,0.196499804
31569_at,0.196457455
39368_at,0.196440348
607_s_at,0.196403954
38708_at,0.196209853
39486_s_at,0.196191135
39831_at,0.19611298
37879_r_at,0.196073787
39472_s_at,0.19600631
33564_at,0.195959771
31580_at,0.195673823
38682_at,0.19566558
385_at,0.195608631
38874_s_at,0.195579504
37089_at,0.195419334
41670_at,0.195383971
34141_at,0.195379818
35386_at,0.195307304
34619_at,0.19524865
31646_at,0.195246953
38255_at,0.195112312
37823_at,0.195079803
33586_at,0.195056767
34209_at,0.195051754
38793_at,0.195014564
35947_at,0.194984957
33335_at,0.194905208
34499_at,0.194879188
1867_at,0.194852332
36888_at,0.194833547
37715_at,0.19476885
34569_at,0.194733002
1540_f_at,0.194712613
33179_at,0.1944843
32225_at,0.19444942
32266_at,0.19441918
39555_at,0.194414415
41851_at,0.19439087
34996_at,0.194374113
36400_at,0.194325923
38430_at,0.194282161
34253_at,0.194042832
38667_at,0.194023215
741_g_at,0.193944388
33531_at,0.193815822
39904_at,0.193715935
34277_at,0.193685967
31789_at,0.193593651
36238_at,0.193580168
34611_at,0.193572077
414_at,0.193561471
420_at,0.193427572
35515_at,0.193394559
36701_at,0.193363115
35945_at,0.19330807
38434_at,0.193265624
34011_at,0.193247558
40343_at,0.193219004
37572_at,0.193151319
680_s_at,0.193120134
32709_at,0.193068867
34365_at,0.193048851
36801_at,0.193013177
41092_at,0.192883945
41601_at,0.192866329
36097_at,0.192818251
1754_at,0.192814702
41450_at,0.192751369
34948_at,0.192748311
39679_at,0.192721371
34222_at,0.192545804
41658_at,0.192515172
37481_at,0.192406976
32788_at,0.192341066
36927_at,0.192314499
32776_at,0.192299764
41808_at,0.192289555
35034_at,0.192284266
36296_at,0.192269258
991_g_at,0.192259793
41445_at,0.192255043
33072_at,0.192237008
40573_s_at,0.192074368
688_at,0.192067295
1231_at,0.192056776
39222_at,0.191957255
38514_at,0.191929386
32182_at,0.191811013
41538_r_at,0.191562033
35949_at,0.191408606
36307_at,0.191267916
34115_at,0.191195795
39197_s_at,0.191118326
40882_at,0.191106063
1174_at,0.191104999
39454_f_at,0.191088161
39680_at,0.190991699
33741_at,0.190947913
1699_at,0.190867857
34685_at,0.190863527
34646_at,0.190792001
33744_at,0.190684193
1556_at,0.190628855
34029_at,0.190562893
37765_at,0.19056247
40052_at,0.190384943
31680_at,0.190211086
31761_at,0.190189804
32766_at,0.190073548
32679_at,0.190040282
32295_at,0.1899575
40817_at,0.189842759
33523_at,0.189841929
1660_at,0.18983347
41217_at,0.189723004
252_at,0.189712469
34861_at,0.18964223
37131_at,0.18960668
32537_at,0.189400382
31772_at,0.189363045
32121_at,0.18935066
36490_s_at,0.189346896
39465_f_at,0.189242387
37093_at,0.189217796
33498_at,0.189188436
40080_at,0.189154207
1059_at,0.189084165
36531_r_at,0.189024527
33743_at,0.189013926
36224_g_at,0.189012289
41567_at,0.188918265
34982_at,0.188813829
40017_at,0.188810973
34901_at,0.188712107
621_at,0.188671731
34120_r_at,0.18863976
33711_at,0.188631195
1093_at,0.188592184
33660_at,0.188548959
1411_at,0.188546913
35426_at,0.188540187
33053_at,0.188522259
40199_at,0.188486587
41269_r_at,0.188307469
33644_at,0.188286023
1805_g_at,0.18808025
33081_at,0.187979387
40551_at,0.187923443
35543_at,0.187886447
32877_i_at,0.187753059
38602_at,0.187694914
35889_at,0.18763095
1848_at,0.187196992
32450_at,0.187195034
32041_r_at,0.18716798
32912_at,0.187150698
40254_s_at,0.187042605
36806_at,0.186878517
160035_at,0.186814314
38173_at,0.18679385
31752_at,0.186587994
37595_at,0.186424216
40256_at,0.18636426
35345_at,0.186220744
32876_s_at,0.186144185
32733_at,0.186143255
38996_at,0.186114129
34572_at,0.186085116
34381_at,0.186079463
35463_at,0.186043567
33366_at,0.18602236
35409_r_at,0.185988766
39744_at,0.185948507
37989_at,0.185814216
1352_at,0.185717365
32188_at,0.185691884
41703_r_at,0.185491031
36140_at,0.185489781
35085_r_at,0.185390312
32107_at,0.185389169
34153_at,0.185365627
475_at,0.185347123
41212_r_at,0.18532748
34598_at,0.185102679
32653_at,0.185076159
AFFX-BioB-M_st,0.185063562
386_g_at,0.184998289
1944_f_at,0.184985852
40628_at,0.184900327
37991_at,0.184890993
34135_at,0.184877778
41270_at,0.184830696
37619_at,0.184812363
33078_at,0.184791753
40664_at,0.184739821
34501_at,0.184692253
32875_at,0.184674962
39440_f_at,0.184502812
39999_at,0.184463828
41798_at,0.184449719
37812_at,0.184372756
1612_s_at,0.184307596
37966_at,0.184304269
31531_g_at,0.184251805
31714_at,0.184159726
40927_at,0.184155856
1753_s_at,0.184138993
41865_at,0.184132468
1033_g_at,0.184047744
31442_at,0.18404249
1422_g_at,0.183948603
35408_i_at,0.183937053
40149_at,0.183905523
38396_at,0.183878766
38393_at,0.183833802
31562_at,0.183817216
1941_at,0.183788871
41789_r_at,0.183762708
1475_s_at,0.18373611
41653_at,0.183631036
33873_at,0.183572983
33547_i_at,0.183569398
31446_s_at,0.183498854
34911_r_at,0.183492077
33224_at,0.183490006
AFFX-HSAC07/X00351_M_st,0.183488835
41284_at,0.183269153
31322_at,0.183254172
36151_at,0.1832292
37103_at,0.183167338
33061_at,0.182979448
40168_at,0.182968947
105_at,0.182948091
40211_at,0.182864452
33643_at,0.182824021
31441_at,0.182778768
35881_at,0.182754147
36851_g_at,0.182633323
39987_at,0.182615898
1484_at,0.182610881
38240_at,0.182592919
103_at,0.182433311
31316_at,0.182334743
37503_at,0.182294643
36523_at,0.182245215
35080_at,0.182228816
38316_at,0.182180811
34531_at,0.182172153
35550_at,0.182167407
32754_at,0.182163007
35462_at,0.182039612
40029_at,0.181908378
462_at,0.181879858
39871_at,0.181789205
40156_at,0.181761168
36257_at,0.181734949
40713_at,0.181661352
38890_at,0.181586309
32580_at,0.181498471
37219_at,0.181497563
35702_at,0.181486746
38583_at,0.181455899
309_f_at,0.181426324
32996_g_at,0.181291757
41674_at,0.181250559
840_at,0.181221241
39938_g_at,0.18109451
495_at,0.181082053
31606_at,0.180941352
35149_at,0.180925417
40073_at,0.180745416
32105_f_at,0.180696799
34444_at,0.180684639
33973_at,0.180610359
34441_at,0.180408005
37054_at,0.180386489
31713_s_at,0.180336314
32984_s_at,0.180311562
39042_at,0.180259301
36820_r_at,0.180237752
39737_at,0.180232829
33096_r_at,0.180169685
40243_at,0.180099695
34757_at,0.179967276
39727_at,0.17993566
39932_at,0.179923947
40644_g_at,0.179877806
31988_at,0.179859363
34748_at,0.179785489
1275_at,0.179648607
1255_g_at,0.179548893
35406_at,0.179481012
33489_at,0.179447538
33019_at,0.17940831
32551_at,0.179382164
40747_at,0.179365297
1098_at,0.179255138
36361_at,0.179242671
35011_at,0.179219945
35040_at,0.179189833
37394_at,0.179159877
33574_at,0.179151119
35328_at,0.179098316
2091_at,0.179045304
39151_at,0.179018711
35574_i_at,0.179012929
37945_at,0.178980637
1685_at,0.178977376
33874_at,0.178927788
39500_s_at,0.1788928
36914_at,0.178889055
31412_at,0.178859028
35400_at,0.17874925
38351_at,0.178664609
34878_at,0.178650296
33922_at,0.178602981
41721_at,0.178499882
35700_at,0.178464428
40010_s_at,0.17845741
32838_at,0.178313437
40383_at,0.1782702
38978_at,0.178232975
1914_at,0.178025732
35958_at,0.177979359
32693_at,0.177960572
38703_at,0.177892343
1210_s_at,0.177811932
1692_s_at,0.177796703
360_at,0.177770215
1855_at,0.177723042
34641_at,0.17761907
35522_at,0.177568712
40658_r_at,0.177394279
36054_at,0.177387212
31619_at,0.1773636
34534_at,0.177339788
38796_at,0.177335717
34609_g_at,0.177314031
34165_at,0.177301789
37896_at,0.177298544
620_at,0.177235592
33948_at,0.177115328
35513_r_at,0.177077535
39149_at,0.177044547
39859_r_at,0.177008899
436_at,0.176977816
38395_at,0.176863658
38925_at,0.176858504
35723_at,0.176820446
40494_at,0.17675146
36450_at,0.176673188
33972_r_at,0.176637051
34913_at,0.176600486
38572_at,0.176582699
2009_at,0.176554395
37868_s_at,0.176524141
34785_at,0.176470315
40530_at,0.176467915
37514_s_at,0.176378068
39735_at,0.176365335
32291_at,0.176248999
1183_at,0.176130997
421_at,0.176072827
1097_s_at,0.17599845
39331_at,0.17596882
40746_at,0.175830981
31655_at,0.175823774
39092_at,0.175701335
33207_at,0.17568076
33114_f_at,0.17565004
35638_at,0.175468441
41349_at,0.175437683
34399_at,0.175426302
38788_at,0.175383589
38414_at,0.175285905
35292_at,0.17522466
34097_at,0.175195736
41001_at,0.175143601
39478_at,0.17513772
34604_at,0.175024956
34173_s_at,0.17500598
31760_at,0.174707315
31415_at,0.174604555
33850_at,0.174577132
36702_at,0.174551729
36391_at,0.174445019
41578_at,0.174369462
33115_at,0.174299402
34065_at,0.174075154
31950_at,0.17393003
32511_at,0.173916901
37999_at,0.173915741
41507_at,0.173895926
